"grp","wbeing","cohes","lead","hrs"
"62",3.3888888889,3.125,3,14
"62",3.7777777778,3.125,3.8181818182,14
"62",3.5,3.25,3.3636363636,14
"62",1.2222222222,3,1.6363636364,15
"62",1.5,2,2.8181818182,12
"62",1.6666666667,3.25,3.1818181818,18
"62",1.5,3.125,1.8181818182,12
"62",2.8888888889,3.5,4.3636363636,11
"62",3.4444444444,4.125,3.4545454545,15
"62",2.1111111111,2,2,16
"62",2.8888888889,1,2,14
"62",3.2222222222,2.875,2.9090909091,13
"62",1.4444444444,1.625,2.3636363636,14
"62",2,4.25,2.9090909091,12
"62",1.0555555556,3.8333333333,1.6666666667,14
"62",1.3333333333,1.875,3.0909090909,7
"62",1.5,3,2.1111111111,7
"62",0.7647058824,1.25,2.7272727273,12
"62",2.3888888889,2.625,2.0909090909,10
"62",3.6111111111,3.5,3.8181818182,13
"62",1.3888888889,1.875,1.1818181818,15
"62",2.1111111111,3,2.8181818182,12
"62",1.9444444444,2.625,4.3636363636,15
"62",2.9444444444,2.375,2.5454545455,15
"62",1.1666666667,3.125,3.1818181818,12
"62",2.3333333333,3.5,2.6363636364,11
"62",2.0555555556,3,1.3636363636,14
"62",2.7777777778,3.25,3.4545454545,9
"62",2.7777777778,3.5,3,12
"62",1.3888888889,2.625,3.3636363636,13
"62",3.0555555556,2.75,2.6363636364,11
"62",3.2941176471,3.375,3.1818181818,12
"62",3.8333333333,3.75,2.4545454545,12
"62",3.7222222222,3.625,3.9090909091,12
"62",2.2222222222,4.625,2.4545454545,12
"62",1.9444444444,2.25,2.5454545455,12
"62",2.7777777778,3.375,2.7272727273,11
"62",0.7222222222,2.25,1.7272727273,10
"62",2.6666666667,2.125,2.8181818182,12
"62",3.0555555556,4.375,3.0909090909,14
"62",2.7222222222,4.125,3.2727272727,12
"62",4.5555555556,3.75,3.8181818182,10
"62",3.1111111111,3.75,3.0909090909,12
"62",1.3333333333,3,3.6363636364,10
"62",2.7777777778,3.375,3.7272727273,14
"62",0.4444444444,2.375,1.5454545455,12
"62",2.5,2.125,3.0909090909,11
"62",3.3888888889,4.25,3.7272727273,12
"62",0.6111111111,3.5,2.4545454545,12
"62",4.1666666667,4.5,4.4545454545,13
"62",4.1111111111,3.375,3.6363636364,12
"62",2.5,3.875,2.6363636364,13
"62",3.1666666667,3.25,3.2727272727,18
"62",4.2222222222,2.375,2.1818181818,12
"62",2.7777777778,4,3,12
"62",3.7647058824,3.5,2.5454545455,12
"62",3.5555555556,3.75,3.8181818182,12
"62",0.3333333333,1,1,12
"62",2.7777777778,4,2.9090909091,14
"62",2.7222222222,2.375,1.9090909091,14
"62",1.0555555556,3,2.0909090909,17
"62",2.3333333333,3.625,1.7272727273,17
"62",2.5,2.5,2.4545454545,13
"62",4.0555555556,3.125,3.6363636364,11
"62",3.5,3.375,3.4545454545,10
"62",3.1176470588,3.625,3.8181818182,14
"63",1.8888888889,3,1.9090909091,10
"63",2.7222222222,3.875,3.0909090909,12
"63",1,2.125,2.7272727273,11
"63",2.2777777778,3.5,2.3333333333,12
"63",2,3.25,3.1818181818,10
"63",2.4444444444,2,2.8333333333,12
"63",0.7777777778,2.875,1.6363636364,11
"63",2.1666666667,1.375,1.9090909091,14
"63",1.8333333333,3.625,2.9090909091,12
"63",4.1666666667,4.75,2.1818181818,9
"63",2.4444444444,4.125,4,15
"63",3.9444444444,3.875,3.6,12
"63",2.9444444444,2.25,1.6363636364,12
"63",3.6111111111,3.375,3.0909090909,12
"63",2.0555555556,4,3.1666666667,12
"63",2.4117647059,2.5,2.3333333333,14
"63",4.2222222222,3.75,4,10
"63",1.9444444444,1,3,12
"63",1.8888888889,4,4.3333333333,12
"63",2.3333333333,2,2.1818181818,13
"63",2,3.25,3.0909090909,11
"63",4.3333333333,4.5,4,12
"63",3.3888888889,2.875,1.1818181818,9
"63",3.7222222222,2.875,2.2727272727,11
"63",2.0555555556,3.5,2.4545454545,12
"63",2.0588235294,4,3.1818181818,11
"63",2.0555555556,3.5,3.5,18
"63",2.3888888889,3.25,2.5454545455,12
"63",3,3,2.1818181818,11
"63",2.3333333333,3.25,2.8181818182,9
"63",2.1111111111,3.375,2.7272727273,11
"63",2.9444444444,3.375,3.9090909091,12
"63",3.6111111111,4,3.0909090909,11
"63",0.5,2,2.1818181818,11
"63",2.8888888889,3.625,2.6363636364,9
"63",1.3888888889,3.375,2.1818181818,12
"63",2.9444444444,4,3.4545454545,12
"63",2.5,2.625,2.3636363636,12
"63",3.6666666667,3.125,3.2727272727,10
"63",2.3333333333,3.5,3.2727272727,11
"63",3.2222222222,3.625,2.6363636364,11
"63",0.7222222222,2.875,2.0909090909,13
"63",3.7777777778,4,3.4545454545,11
"63",3.4444444444,3,2.9090909091,10
"63",2.3333333333,3.75,2.6666666667,12
"63",3.5,4.5,3.6363636364,12
"63",2.6923076923,3.625,1.5454545455,11
"63",2.9444444444,3.375,3.8181818182,11
"63",2.2777777778,3.875,3.0909090909,7
"63",3.2777777778,3.875,3.5454545455,12
"64",3.3333333333,4.375,4.1818181818,12
"64",3.2777777778,2.375,3.7272727273,9
"64",1.6666666667,2.375,2.0909090909,11
"64",2.1111111111,3.5,3.3333333333,12
"64",1.5,2.875,1.6363636364,13
"64",3.1111111111,2.875,3.9090909091,12
"64",2.3333333333,3.75,3.6,12
"64",2.4444444444,1.75,1.5454545455,13
"64",1.9444444444,3.375,3.1818181818,12
"64",3.2222222222,3.25,3.1818181818,12
"64",2.5555555556,1.375,3.2727272727,11
"64",3.8888888889,4,3.2,15
"64",0.8888888889,3.5,3.4545454545,18
"64",3.3333333333,3,3.6666666667,15
"64",1.5555555556,3.25,2,12
"64",3.2941176471,3.875,4.1818181818,11
"64",4.2777777778,4.25,4.0909090909,10
"64",4.6111111111,4.75,4.2727272727,9
"64",4.3333333333,3.625,3.3636363636,12
"64",2.0555555556,3,3,12
"64",3.1666666667,3,4,17
"64",1.5555555556,2.5,3,8
"64",2.7222222222,4.25,3.9090909091,12
"64",2.3888888889,1.875,2.5454545455,12
"64",2.8333333333,2.625,3.8181818182,12
"64",2.8333333333,2.875,3.3636363636,11
"64",3.1666666667,2,3.5,12
"64",3.9444444444,3,3,14
"64",2.6666666667,3.625,4,15
"64",2.3888888889,3.75,3.7272727273,12
"64",3.7222222222,2,2.3333333333,11
"64",2.8888888889,3.25,3.4545454545,12
"64",1.8888888889,4,2.1666666667,14
"64",3.1666666667,4.125,3.0909090909,12
"64",2.0555555556,4.75,3.5454545455,11
"64",3.1111111111,3.625,3.4545454545,12
"64",3.3888888889,3.375,3.6363636364,12
"64",3,3.25,2.6363636364,10
"64",2.5,2.375,2.8181818182,12
"64",3.1666666667,3.375,3,14
"64",2.5,3.125,3.3636363636,13
"64",2.3529411765,2.5,3.3636363636,11
"64",4.2777777778,3.875,3.9090909091,11
"64",1.5,2.4285714286,2.1818181818,18
"64",2.3333333333,2.25,3.2727272727,11
"64",3.5,3.75,3.6363636364,9
"64",2.5,3.4285714286,4.1818181818,8
"64",1,1.875,2,12
"64",0.8333333333,2.375,2.1818181818,10
"64",0.6111111111,1.375,1.4545454545,10
"64",3.7777777778,5,4.7272727273,12
"64",0.2777777778,3,2.0909090909,12
"65",3.7222222222,3.5,3.8181818182,8
"65",2.8333333333,3.75,2.9090909091,9
"65",1,5,2.4545454545,11
"65",3.0555555556,3,3,12
"65",1.7222222222,4.125,4.1818181818,15
"65",2.3888888889,3.25,2.9090909091,6
"65",1.7222222222,2.75,2.8,9
"65",2.4444444444,3.25,3.7272727273,10
"65",2.0555555556,2,2.0909090909,14
"65",3.6666666667,3.5,3.3636363636,10
"65",2.1111111111,2.5,3.3333333333,13
"65",1.7222222222,2.875,2.8,13
"65",4.7222222222,4.75,3.8181818182,10
"65",2,3.75,3.2727272727,6
"65",1.5,2.875,3.1818181818,9
"65",1.8333333333,2,2.7272727273,11
"65",4.5555555556,4.75,4.3636363636,10
"65",2.8235294118,4,3.1818181818,11
"65",1.6111111111,4.5,2.8333333333,11
"65",3.2777777778,4.125,3,9
"65",2.3888888889,3.75,2.7272727273,11
"65",2.5555555556,2,3.1666666667,11
"65",1.1111111111,4.25,3.7272727273,9
"65",2.8888888889,3.625,3.5454545455,9
"65",2.3333333333,2.875,2.4545454545,9
"65",3.1111111111,2.7142857143,2.7272727273,10
"65",4.1666666667,4.5,3.7272727273,12
"65",4.4444444444,4.25,3.8181818182,7
"65",2.8888888889,4.5,4.2727272727,8
"65",2.4705882353,3.125,2.0909090909,7
"65",4.4444444444,4,3.8181818182,8
"65",2.6666666667,3.25,3.4545454545,10
"65",3.5,2.875,2.7272727273,10
"65",2.9444444444,2.5,2.3636363636,8
"65",1.0555555556,3.5,2.8333333333,13
"65",3.4444444444,3.625,3.2727272727,16
"65",1.8333333333,2.5,2.1818181818,11
"65",1.2222222222,1,2.5,16
"65",2.3333333333,1,2.8333333333,12
"65",2.1111111111,1.5,2.8333333333,12
"65",3.2777777778,2,4,14
"65",1.6666666667,4.25,3.6363636364,16
"65",2.6111111111,3.125,3.3636363636,11
"65",3.3888888889,3.5,3.6666666667,10
"65",2.7777777778,1.25,2.1818181818,11
"65",2.3333333333,3.375,4,13
"65",2.0555555556,3,3.6666666667,13
"65",1.5,2.25,2.7272727273,13
"65",1.4444444444,3,2.3636363636,11
"65",2.3333333333,2.875,2.9090909091,10
"65",2.6111111111,3.625,2.1818181818,10
"65",2.2777777778,1,2.8333333333,12
"65",3.6111111111,2.5,3.1666666667,10
"65",2.8333333333,4,2.8181818182,10
"65",1.8888888889,3.375,2.8181818182,10
"65",0.6666666667,2.625,2.4545454545,10
"65",1.4444444444,1,1.4545454545,8
"65",2.0555555556,2.75,2.9090909091,13
"65",1.7777777778,3.5,2.6,10
"65",3.0555555556,3.875,3.1818181818,9
"65",3.4375,2.625,2.7272727273,15
"65",1.6111111111,3,3.2727272727,12
"65",2.5,2.375,2.3636363636,10
"65",1.9444444444,1.5,1.7272727273,11
"65",1.7222222222,2.625,2.6363636364,12
"65",3.2777777778,3.375,2.8181818182,18
"65",3.0555555556,3.75,1.9090909091,10
"65",4.1666666667,4.375,4.1818181818,12
"65",2.1176470588,3.375,2.8181818182,10
"65",2.8333333333,4.25,2.8181818182,10
"65",4.2777777778,1.25,3.6363636364,11
"65",2.0555555556,3.75,3.1818181818,11
"65",1.7222222222,3.125,1.8181818182,12
"65",2.3333333333,3,3.1818181818,12
"66",1.4444444444,3.7142857143,3.0909090909,11
"66",3.4444444444,3.5,4.6666666667,13
"66",3.5555555556,4,3.4545454545,8
"66",3.1111111111,3.625,3.2727272727,8
"66",3.8888888889,3.3333333333,3.7272727273,12
"66",3.7222222222,4.5,3.6363636364,12
"66",3.5,3.625,3.3636363636,12
"66",1.4444444444,3,1.7272727273,10
"66",1.6111111111,2.5,2.6363636364,10
"66",4.1111111111,2,2.5454545455,10
"66",2.6666666667,3.125,2,11
"66",1.9444444444,2.75,1.6363636364,11
"66",3.3333333333,2.875,3.6363636364,12
"66",2.5555555556,2.25,1.9090909091,13
"66",2.5555555556,4.125,3.9090909091,10
"66",2.2777777778,4.75,4.4545454545,14
"66",3.5555555556,4,3.9090909091,11
"66",0.8888888889,4.625,2.9090909091,11
"66",4,4.375,4,11
"66",2.9444444444,3,4,11
"66",2.9444444444,3,3.2727272727,12
"66",2.3888888889,3.25,3.9090909091,10
"66",3.5294117647,3.5,3,12
"66",3.1666666667,2.75,3.2727272727,10
"66",3.0555555556,2.5,3.8181818182,10
"66",3.7777777778,4,3.7272727273,8
"66",4.3888888889,4.25,3.8181818182,8
"66",2.0555555556,3.5,2,10
"66",4.4444444444,3.625,3.1818181818,10
"66",2.2777777778,3,3.2727272727,10
"66",3.7777777778,2.5,3.8888888889,11
"66",3.0555555556,2.75,2.7272727273,12
"66",3.5555555556,2.25,1.5454545455,12
"66",1.7777777778,4.375,3.9090909091,11
"66",3.2222222222,3,3.0909090909,10
"66",2.9444444444,2.875,2.7272727273,11
"66",1.6666666667,3.5,2.8181818182,11
"66",2.8888888889,3.875,3.4545454545,10
"66",2.6666666667,1.875,1.9090909091,12
"66",3,2,3.5,9
"66",3.2777777778,4.25,3.8181818182,12
"66",2.4444444444,2,4.3333333333,8
"66",3.3888888889,3.375,3.1818181818,10
"66",3.4444444444,4,3.3333333333,11
"66",2.4,2.5,2.8333333333,12
"66",3.5555555556,3.25,3.3636363636,10
"66",2.8333333333,3.375,3.4545454545,11
"66",4.1111111111,3.625,3.8181818182,10
"66",2.5,2.75,1.7272727273,11
"66",3,3.6666666667,1.6666666667,11
"66",3.6666666667,3.625,3.0909090909,11
"66",2.7222222222,2.25,1.9090909091,10
"66",3.5,3.375,3.4545454545,12
"66",2.3333333333,3.5,3.3333333333,8
"66",4.3888888889,4.75,4.5555555556,7
"66",2,3.5,3.3636363636,7
"66",3.8888888889,3.25,3.0909090909,12
"66",4.5555555556,3.75,3.2727272727,10
"66",2.8333333333,2.75,3.4545454545,4
"66",1.4444444444,1.5,2.3333333333,11
"66",2.8235294118,3,3.1666666667,8
"66",2.3888888889,3.125,3.1818181818,11
"67",2.4444444444,3.625,3.3636363636,12
"67",1.8888888889,2.25,2,12
"67",1.8888888889,3.75,2.2,12
"67",2.2777777778,2,2.2727272727,9
"67",2.9444444444,3,3.2727272727,11
"67",3.3333333333,2.875,3,12
"67",1.8333333333,2.75,3.6363636364,13
"67",1.6666666667,3,2.1818181818,10
"67",1.5555555556,2,2.8181818182,12
"67",2.7222222222,4,3.6666666667,13
"67",3.3333333333,2.125,3.9090909091,13
"67",2.0555555556,3.5,2,13
"67",2.9444444444,4.375,2.7272727273,10
"67",3.1111111111,3,3.8333333333,13
"67",3.0555555556,3.25,3.0909090909,12
"67",3.2777777778,3,3.8181818182,12
"67",3.4444444444,3.875,3.8181818182,7
"67",3.1666666667,3.875,3.1818181818,12
"67",3.6666666667,3.375,3.1818181818,9
"67",1.9444444444,2.5,3.5454545455,12
"67",3,3.2857142857,3.1818181818,14
"67",1.5,3,3,10
"67",2.3333333333,3,2.8181818182,10
"67",3.6111111111,4.125,4.3636363636,7
"67",3.1111111111,3.375,3.6363636364,9
"67",2.3333333333,3.25,3.0909090909,11
"67",1.1111111111,3.5,2.5454545455,12
"67",2.7777777778,3.25,4,16
"67",3.6470588235,4.625,4.8181818182,11
"67",2.6666666667,2.125,3.1818181818,10
"67",4,2.875,3.2727272727,14
"67",2.6111111111,3.625,3.5454545455,11
"67",2.7222222222,2.75,2.1111111111,11
"67",3.6666666667,5,4.8181818182,11
"67",1.2777777778,2.125,2.3636363636,10
"67",1.7222222222,3.5,2.8333333333,14
"67",3.4444444444,3.875,3,12
"67",2.9444444444,3.5,3.5454545455,10
"67",3.5,3.5,3.1818181818,12
"67",3.3333333333,3,3.6666666667,12
"67",4.0555555556,4.375,4.5454545455,12
"67",2.5555555556,2.25,2.3636363636,12
"67",1.8888888889,3.125,1.0909090909,14
"67",0.3888888889,2.125,1,14
"67",2.2222222222,2.625,3.7272727273,10
"67",1.8888888889,2.625,2.7272727273,13
"67",2.5,3.25,2.9090909091,8
"67",1.8823529412,3.25,2.7272727273,9
"67",3.2222222222,3.125,3.0909090909,12
"67",4.0555555556,3.75,3.8181818182,11
"67",2.8333333333,3,2.0909090909,14
"67",1.3333333333,2.375,2,11
"67",3,3.125,3,7
"67",4.0555555556,3.5,3.8181818182,9
"67",3.9444444444,3.875,4.0909090909,12
"67",1.6666666667,2.75,2.1818181818,13
"67",3.8333333333,3.25,3.5454545455,7
"67",3.0588235294,3.5,3.3333333333,14
"67",2.2222222222,3,2.3636363636,13
"67",1.8333333333,2.75,3.4545454545,13
"67",1.5555555556,2.375,3.1818181818,7
"67",2.6470588235,4.5,3.2727272727,12
"67",3.5,3,2.8333333333,14
"67",1.2222222222,1.625,2.6363636364,16
"67",2.0588235294,3.25,2.9090909091,7
"67",3.3333333333,3.375,3.8181818182,12
"67",2.0555555556,3.25,2.9090909091,12
"67",3.0555555556,3,4.1666666667,15
"67",0.1111111111,1,1.3333333333,17
"67",2.9444444444,3.5,3.6666666667,8
"67",2.3888888889,3.75,3.6363636364,12
"67",3.6111111111,2,4.5,11
"67",4.3888888889,1,3.6666666667,14
"67",4.2777777778,3,3.8333333333,13
"67",0.9444444444,2.5,4,13
"67",3.7777777778,3.375,3.7272727273,13
"67",3.4444444444,2.875,3.0909090909,13
"67",3.0555555556,3.125,3.6363636364,16
"67",3.9444444444,3.75,3.2727272727,7
"67",1.9444444444,1.5,2.8181818182,12
"67",4.3888888889,4.5,4.8333333333,12
"67",1.4444444444,1.25,2.2727272727,12
"67",4.4444444444,2,3,10
"67",2.7777777778,3.125,3.1,12
"67",2.6111111111,3.125,3.6363636364,8
"67",2.5555555556,3.875,2.5454545455,11
"67",2.5555555556,4,4,8
"67",4,4.25,3.6363636364,10
"67",3.5,3.625,2.7272727273,9
"67",3.4444444444,2.875,3,8
"67",3.2222222222,3.75,3.9090909091,18
"67",3.5,4.25,1.2727272727,10
"67",3.1666666667,2.5,3.3636363636,14
"67",3,2.125,2.8181818182,9
"68",2.7222222222,3.125,3.7272727273,9
"68",2.7222222222,3,3.1666666667,10
"68",2.8333333333,4,3.4545454545,7
"68",3.1666666667,3.5,3.3,11
"68",3.7222222222,3,2.8333333333,10
"68",3.7777777778,4.25,3.9090909091,11
"68",3.7222222222,3.125,3.1818181818,11
"68",3.7777777778,2.875,4.0909090909,10
"68",3.8333333333,5,5,12
"68",4.5555555556,5,4.3636363636,8
"68",4.0555555556,3.5,4,8
"68",3.7222222222,2.875,3.9090909091,9
"68",3.5555555556,4.25,4.3636363636,10
"68",3.6666666667,3.5,4.1666666667,10
"68",3.6666666667,3.875,3.1818181818,11
"68",3.3333333333,4,4.3636363636,8
"68",3.6111111111,4.125,4.1,16
"68",2.5,3,3.4545454545,7
"68",2,4,3.7272727273,11
"68",2.2222222222,1.5,3.8181818182,10
"68",2.7777777778,2,1.7272727273,8
"68",3.4444444444,4,3.3636363636,10
"68",2.9444444444,3.375,4.4,10
"68",4.0555555556,4,3.7272727273,12
"68",0.5,2,2.8333333333,8
"68",2.2777777778,2.625,2.5454545455,10
"68",1.8333333333,1,2.6666666667,11
"68",4.8333333333,4,4.8333333333,8
"68",3.1111111111,3.25,3.6363636364,10
"68",3.7222222222,4.5,4.0909090909,6
"68",3.6666666667,3.125,4,11
"68",1.3888888889,3.125,3.1818181818,9
"68",4.2222222222,2.5,4,8
"68",1.3888888889,3,4,9
"68",3.4444444444,2.5,3.8333333333,10
"68",2.3888888889,2.5,3.3333333333,11
"68",2.6111111111,4,4.3636363636,9
"68",3.6666666667,3.5,3.8181818182,10
"68",4.5,4.25,4.0909090909,10
"68",3.2222222222,3,3.2727272727,8
"68",3.1666666667,2,3.1666666667,11
"68",3.8888888889,4,4.2727272727,11
"68",3.6111111111,3.75,3.9090909091,8
"68",3.8333333333,2.875,3.3636363636,7
"69",3.9444444444,4,3.9090909091,9
"69",0.7222222222,3.75,3.1818181818,9
"69",4.0555555556,4.875,4.6363636364,8
"69",3.9444444444,3.125,3.6363636364,8
"69",2.6666666667,2.75,3.2727272727,12
"69",2,4,3.1666666667,8
"69",3,3.125,3.4545454545,10
"69",1.3888888889,2.125,3.6,9
"69",2.3333333333,4,3.2727272727,8
"69",3.5555555556,3.1666666667,3.6666666667,8
"69",3.6111111111,3.25,4.0909090909,8
"69",3.8333333333,2,4.1666666667,14
"69",3.0555555556,3.25,3.5454545455,10
"69",1.8888888889,1.25,2,10
"69",3.2222222222,3.375,3.6363636364,11
"69",1.8888888889,2.25,3.2727272727,8
"69",3.3888888889,3.75,4,9
"69",3.2222222222,3.625,3.9090909091,7
"69",3.8333333333,2.5,5,10
"69",2.6666666667,3.375,3,9
"69",4.1666666667,4.375,3.2727272727,11
"69",2.7777777778,1,3.75,12
"69",2.4444444444,3.7142857143,3.7272727273,9
"69",2.6111111111,2.625,3.1818181818,9
"69",3.9444444444,3.125,3.8181818182,8
"69",2.8888888889,2,2.5454545455,9
"69",2.3888888889,3.625,3.8181818182,8
"69",3.5,3.25,3.7272727273,8
"69",2.7777777778,4,3.1666666667,9
"69",4.2777777778,4,3.8333333333,12
"69",4.0555555556,4,4,9
"69",2.6111111111,3.625,3.7272727273,8
"69",3.4444444444,3.875,4,10
"70",3.8333333333,2,3.8333333333,9
"70",3.2222222222,3.875,2.9090909091,8
"70",2.9444444444,4,3.9090909091,9
"70",4.3333333333,3.75,3.3636363636,8
"70",2.6666666667,2.375,2.6363636364,11
"70",2.1111111111,2.5,2.8181818182,10
"70",4.5,4,4.1666666667,10
"70",2.8888888889,2.5,3.6666666667,12
"70",2.8888888889,2,1.9090909091,15
"70",2.3888888889,2,3.6666666667,11
"70",2.6666666667,3,3.1666666667,12
"70",1.9444444444,3.375,3.0909090909,10
"70",4.3333333333,3,3.9090909091,10
"70",3.6111111111,3,3.7272727273,8
"70",2.9444444444,4,4.1666666667,10
"70",3,3,3.4545454545,10
"70",2.7222222222,3.75,3,11
"70",3.8333333333,3.75,3.6666666667,9
"70",4.1666666667,1.5,4,9
"70",2.2222222222,2.25,3.1818181818,14
"70",3.5555555556,2,3.5,12
"70",3.3333333333,4,4.3636363636,8
"70",1,2.875,1.9090909091,13
"70",3.4444444444,2.875,3.2727272727,10
"70",2.2777777778,4.25,3.1818181818,10
"70",1.0555555556,3,1.8181818182,13
"70",2.4444444444,4.25,2.8181818182,12
"70",2.6111111111,3.5,1.2727272727,12
"70",4.3333333333,4,3.7272727273,9
"70",0.8333333333,2.125,2.1818181818,12
"70",2.3333333333,3.125,2.5454545455,12
"70",1.9411764706,3.125,2.3636363636,11
"70",2.9444444444,1.625,2.0909090909,12
"70",2.1666666667,3.375,1.7272727273,9
"70",2.7777777778,2,3,13
"70",3.5,2.4285714286,2.2727272727,11
"70",2.5555555556,2.25,2.2727272727,11
"70",1.3333333333,3.375,2.9090909091,14
"70",2.6111111111,4,3.6363636364,12
"70",3.9444444444,1.5,1.2727272727,12
"70",3.9444444444,3.125,3,12
"70",2.6111111111,2.625,2.0909090909,10
"70",2.3888888889,3.25,3.6363636364,11
"70",3.7777777778,4,3.5,11
"70",2.9444444444,4.25,3.3636363636,11
"70",3.8888888889,2.875,2.9090909091,12
"70",2.5555555556,3.25,3.8181818182,9
"70",2.8888888889,3.625,3.0909090909,10
"70",3.5,4.25,4.0909090909,12
"70",3.8333333333,3.5,3,12
"70",1.2777777778,3,3.5454545455,11
"70",2.5555555556,2.375,2,12
"70",4.3333333333,3.1428571429,3.8181818182,11
"70",3.6470588235,3.125,3.5454545455,13
"70",3.0555555556,3,3,11
"70",2.1666666667,3.5,4.0909090909,12
"70",3.2777777778,3,2.6363636364,12
"70",2.8888888889,3.875,2.8181818182,10
"70",2,1,2,14
"70",3.6111111111,2.375,3.3636363636,8
"70",2.3888888889,3.625,2.9090909091,11
"70",3.1666666667,3.1428571429,2.4545454545,11
"70",2.0555555556,3.5,2.5454545455,12
"70",3.1111111111,2.25,2.3636363636,11
"70",2.9444444444,2.875,2.6363636364,14
"70",4.3888888889,3.625,2.7272727273,10
"70",1.3333333333,3.875,2.6363636364,13
"70",1.3333333333,4,2.6666666667,14
"70",2.4444444444,3.75,2.4545454545,15
"70",2.6111111111,1.375,2.4545454545,12
"70",2,3.25,1.2727272727,1
"70",2.3333333333,3,2.3333333333,9
"70",2.4444444444,3.375,2.5454545455,13
"70",1.7222222222,3.375,1.9090909091,10
"70",1.7777777778,2,3.2727272727,11
"70",3.2777777778,2,4.6363636364,16
"70",2.6111111111,4,2.7272727273,11
"70",3.1666666667,2.25,2,12
"70",3.4444444444,4.125,3.7272727273,11
"70",3.5,3.875,2.3636363636,11
"70",2.4444444444,3.125,2.7272727273,15
"70",2.2777777778,3.625,1.7272727273,12
"70",4,4.25,3.5454545455,11
"70",2.6111111111,2.625,3.0909090909,12
"70",3.5,4,3.8333333333,12
"70",1.7777777778,1.625,2.1818181818,11
"70",2.3333333333,1.75,1.7272727273,12
"70",3.4444444444,2.875,3.1818181818,12
"70",3.5,2.75,2.8181818182,11
"70",3.1111111111,4,3.5,12
"70",3.9444444444,3.5,3.8181818182,12
"70",3.1666666667,2.5,2.5454545455,13
"70",1.2777777778,3,2.1666666667,12
"70",1,4,2,12
"70",3.2777777778,1.25,1.1818181818,12
"70",1.0555555556,3,1,14
"70",3.2941176471,4,4,12
"70",1.0555555556,2.625,3.0909090909,12
"70",2.1666666667,2.125,2.1818181818,12
"70",1.5,4.5,2.1666666667,12
"71",4,3.5,2.9090909091,10
"71",3.4444444444,2.125,2.2,17
"71",2.5,3.25,1.6363636364,10
"71",4,3,3.1818181818,13
"71",3.2777777778,3.5,3.8181818182,12
"71",1.9444444444,3.75,2,12
"71",2.4444444444,3.375,2.4545454545,12
"71",3.1111111111,4,4,13
"71",2.7222222222,3,2.4545454545,12
"71",1.5,3.875,3.5454545455,13
"71",3.7222222222,3.25,3.8181818182,12
"71",3.1666666667,3,3.1818181818,11
"71",2.1666666667,3.875,3.6363636364,12
"71",2.3888888889,3.375,3.2727272727,12
"71",3.2222222222,3.75,3.0909090909,9
"71",2.7222222222,4.5,4.2727272727,12
"71",2.9444444444,3.375,3.3636363636,10
"71",2.2222222222,4.125,4.2727272727,12
"71",2,2.25,2.6363636364,12
"71",3.3888888889,3.625,2.5454545455,11
"71",3,3.8571428571,3.4545454545,13
"71",2.6666666667,3.75,2.9090909091,12
"71",2.8333333333,3.75,3.5454545455,13
"71",4.1111111111,3.625,3.4545454545,12
"71",4.1666666667,3.875,2.9090909091,13
"71",2.3333333333,1.625,1.7272727273,13
"71",2.4444444444,2.75,2.0909090909,12
"71",3.6666666667,2.125,2.2727272727,14
"71",3.2222222222,3.75,3.6363636364,9
"71",2.5,2.875,2.2727272727,12
"71",2.3333333333,2.7142857143,2.1818181818,11
"71",4,2.5,2.9090909091,11
"71",3,3.375,3.6363636364,14
"71",2.0555555556,2.75,2.4545454545,12
"71",3.2777777778,3.125,3,12
"71",2.1111111111,2.25,2.5454545455,11
"71",2.1666666667,2.625,1.9090909091,10
"71",3.6111111111,3.125,2.9090909091,12
"71",2.9444444444,2.5,2.6363636364,8
"71",3.8333333333,3.75,4.1818181818,11
"71",1.8333333333,2.625,2.0909090909,12
"71",3.1111111111,3.25,2.8181818182,12
"71",2.6111111111,3.25,3.3636363636,10
"71",3.7777777778,4,4,10
"71",3.8888888889,3.125,3.2727272727,12
"71",1.5,1,1,16
"71",1.8333333333,2,4,12
"71",2.2777777778,3.375,3.3636363636,12
"71",3.8333333333,2.5,2.6363636364,12
"71",4,3.75,3.6363636364,13
"71",0.6666666667,1.75,1.6,12
"71",2.5555555556,3.375,4,12
"71",3.2777777778,3.375,3.5454545455,13
"71",2.5555555556,1.75,2.1818181818,12
"71",3.1666666667,2.25,3,12
"71",3.3333333333,3.875,3.0909090909,12
"71",3.1111111111,3.875,2.4545454545,11
"71",3.5555555556,3.375,2.8181818182,12
"71",2.6111111111,3,2.5454545455,12
"71",1.7222222222,3.375,1.6363636364,11
"71",2.1666666667,2.625,1.6363636364,13
"71",4.1666666667,3.25,3.2727272727,12
"71",2.7777777778,2.25,2.5454545455,12
"71",3.4444444444,4.125,3.7272727273,10
"71",4.3888888889,3.875,3.5454545455,11
"71",3.5,2.75,2.6,14
"71",2.6111111111,3.5,3.5454545455,12
"71",3.2777777778,4.125,3.3636363636,8
"71",3.8888888889,4,4.3636363636,20
"71",1.8888888889,3,2.6363636364,13
"71",3.6666666667,4.5,2.9090909091,12
"71",2.6111111111,3.25,3.1818181818,11
"71",4.1176470588,4,3.3333333333,16
"71",2.3333333333,2,2.8333333333,16
"71",0.3888888889,3.375,1.7272727273,12
"71",2.9444444444,3.625,2.5454545455,10
